source	target	weight	resources	references	sign_decision
RELA	DMP1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17546045;CollecTRI:21062982	default activation
TFAP2A	PDLIM7	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17546492	default activation
NR3C2	SPP1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17546625	default activation
VDR	DPT	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	CollecTRI:17547532	PMID
MYB	MAFB	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17548468	default activation
TP53	PLAU	-1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17548471;CollecTRI:18390474;CollecTRI:23665346	PMID
TP53	PLAUR	-1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	CollecTRI:17548471	PMID
TP53	HBB	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17548471	default activation
IRF3	IL27	1.0	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI	CollecTRI:17548596;CollecTRI:20083668	PMID
KLF2	SELL	1.0	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	CollecTRI:17548599;CollecTRI:19136962;CollecTRI:20146713;CollecTRI:21160050;CollecTRI:21382345;CollecTRI:23133314	default activation
KLF2	S1PR1	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;IntAct_CollecTRI	CollecTRI:16855590;CollecTRI:17101733;CollecTRI:17548599;CollecTRI:19592277;CollecTRI:21160050	PMID
TFAP2A	DLK1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17549389;CollecTRI:23085542	default activation
MBD2	JMJD1C	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17549425	default activation
POU5F1	JMJD1C	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17549425	default activation
RREB1	KLK3	-1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:17550981	PMID
FOS	CXCL12	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17550983	default activation
JUN	CXCL12	1.0	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI	CollecTRI:17550983;CollecTRI:21312239;CollecTRI:21465475	default activation
NR3C1	HSD11B2	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:17551100	PMID
TCF21	ACTA2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17551956	default activation
TCF21	CCN2	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17551956	PMID
TCF21	FN1	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17551956	PMID
TCF21	TAGLN	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17551956	PMID
TCF3	ACTA2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17551956	default activation
TCF3	CCN2	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17551956	PMID
TCF3	FN1	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17551956	PMID
TCF3	TAGLN	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17551956	PMID
TCF21	RHO	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17551956	default activation
TCF21	ROCK1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17551956	default activation
KLF7	NTRK2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17553693	default activation
JUN	APOE	-1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	CollecTRI:17456467;CollecTRI:17553793	PMID
JUN	MAP3K8	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17553793	default activation
AR	GAPDH	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17553795	default activation
ESR1	GAPDH	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17553795	default activation
NFKB1	PTHLH	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:17554373	PMID
REL	PTHLH	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17554373	PMID
BCL3	PTHLH	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17554373	default activation
HOXD1	MOG	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17554625	default activation
TP53	SUB1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17555406;CollecTRI:21586571	default activation
TFAP2A	GDNF	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17555548	default activation
TFAP2A	SPHK1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17555548	default activation
AR	AKR1B1	1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI	CollecTRI:17556390;CollecTRI:19760097;CollecTRI:20610535	default activation
NFAT5	AKR1B1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17556390;CollecTRI:24771694	default activation
TFAP2A	ABCA1	-1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17556657;CollecTRI:18845787	PMID
YY1	CDKN1A	-1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17556661	PMID
YY1	TK1	-1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17556661	PMID
SALL4	BMI1	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17557835	PMID
FOXO3	CFH	-1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17558024	PMID
STAT1	CFH	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17558024	default activation
STAT1	FOXO3	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17558024	default activation
MYC	PDGFA	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	CollecTRI:1755845	PMID
GATA4	ID2	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;GOA_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17559079;CollecTRI:21330551	PMID
NKX2-5	ID2	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	CollecTRI:17559079	PMID
PLAGL1	TGFBR2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17559664	default activation
NCOR1	IL2	-1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	CollecTRI:17559812	PMID
ZNF148	ATM	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17560543	default activation
EPAS1	CDH5	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17563748;CollecTRI:23645533	default activation
TP53	IFNB1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17564708;CollecTRI:24180280	default activation
STAT1	CASP8	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17565448	PMID
SPI1	CASP8	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17565448	default activation
ATF1	FTMT	-1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	CollecTRI:17565989;CollecTRI:20980392	PMID
EOMES	CD8A	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17566017;CollecTRI:20060330	default activation
EOMES	PRF1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17566017;CollecTRI:20096607;CollecTRI:23409078	default activation
TBPL1	GSTP1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:1756720	default activation
TBPL1	SPINT2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:1756720	default activation
TBPL1	TBPL1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:1756720;CollecTRI:6309738	default activation
HOXD11	HOXD9	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:1756725	default activation
NR0B2	TPH2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17568567	default activation
POU3F2	TPH2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17568567	default activation
GSC	MIXL1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17568773;CollecTRI:18336814	default activation
MIXL1	GSC	1.0	CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI	CollecTRI:19038793;CollecTRI:19711456	PMID
FOXH1	FOXH1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17568773	default activation
FOXH1	GSC	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:9702197	default activation
GSC	FOXH1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17568773	default activation
AHR	CBR1	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;Pavlidis2021_CollecTRI	CollecTRI:17569794;CollecTRI:22531821	PMID
FOXP3	ERBB2	-1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:17570480	PMID
STAT3	MMP9	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:17572495;CollecTRI:20067773	regulon
EGR1	GSK3B	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17574220	default activation
USF1	PTGDS	1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI	CollecTRI:17574780;CollecTRI:18817855	PMID
TFAP2A	PTGDS	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17574780	default activation
NCOA3	RAC1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17575012	default activation
NCOA3	RHOA	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17575012	default activation
STAT4	TBX21	1.0	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	CollecTRI:17575072;CollecTRI:19923468	default activation
TBX21	STAT4	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:18993086;CollecTRI:19324016	default activation
SNAI2	HPGD	-1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:17575121	PMID
ZEB1	HPGD	-1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17575121	PMID
FOXO3	ESR1	1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:16807346;CollecTRI:16809346;CollecTRI:17575143;CollecTRI:24062311	PMID
ESR1	JUP	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17575143	default activation
KMT2A	JUN	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17578910	default activation
WT1	MMP9	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17579045	default activation
STAT2	HLA-E	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17579067	default activation
STAT1	HLA-E	1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI	CollecTRI:11137213;CollecTRI:17579067;CollecTRI:19122651;CollecTRI:8702722;CollecTRI:9858567	default activation
CREM	TNF	-1.0	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	CollecTRI:17579082;CollecTRI:20018859;CollecTRI:22586041;CollecTRI:9545284	PMID
CEBPB	RUNX2	-1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17579210;CollecTRI:21302301;CollecTRI:21612856	PMID
CEBPB	HSD17B7	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17583490	default activation
CEBPB	HSD17B8	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;HTRI_CollecTRI	CollecTRI:17583490;CollecTRI:18852215;CollecTRI:20638476	default activation
DNMT1	EHMT2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17584191	default activation
EZH2	SUV39H1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17584191;CollecTRI:18980680	default activation
GATA4	TBX6	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17584735	default activation
NKX2-5	TBX6	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17584735	default activation
TBX18	DLL1	-1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	CollecTRI:17584735	PMID
TBX18	NPPA	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17584735	default activation
TBX18	TBX6	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17584735	default activation
TBX5	TBX6	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17584735	default activation
RUNX3	NTRK2	-1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17584746	PMID
TP53	ZMIZ1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17584785	default activation
SOX6	MYH7	-1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17584907	PMID
SMAD4	MYCN	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17585069	regulon
NR1I3	CYP24A1	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17585873;CollecTRI:18981260	PMID
RUNX1	CSF1R	1.0	CollecTRI;ExTRI_CollecTRI;Pavlidis2021_CollecTRI;TRRUST_CollecTRI	CollecTRI:16007221;CollecTRI:17589498;CollecTRI:8577711;CollecTRI:8585955;CollecTRI:9209363	PMID
PPARA	FST	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17592024	PMID
PPARG	FST	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17592024;CollecTRI:18768463	default activation
HIF1A	LGALS3	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17592963	default activation
ELF4	LGALS3	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17592963	default activation
HNF1A	CPB2	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17593031	PMID
TP53	HAMP	1.0	CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI	CollecTRI:17593032	default activation
HNF4A	SULT2A1	1.0	CollecTRI;DoRothEA-A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI	CollecTRI:17595319;CollecTRI:17687072	default activation
NR1I3	HLA-DRB1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17595319	default activation
NR4A3	F2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17596136	default activation
CEBPB	ITGA5	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17596295	default activation
GFI1	CSF3	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17596540	default activation
GFI1	CXCR4	-1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	CollecTRI:17596540;CollecTRI:20043076	PMID
ESR1	STS	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17596930;CollecTRI:24914937	default activation
MYC	RPL11	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17599065;CollecTRI:18032916	default activation
CREB1	SPRY2	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:14644509;CollecTRI:17599098	PMID
SP1	BDNF	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17599098	default activation
SP1	SPRY2	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:14644509;CollecTRI:17599098	PMID
E2F6	APAF1	-1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:17600109	PMID
SP1	MUC5B	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17600309	default activation
TBP	IGF1R	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17600529	default activation
RORC	RORA	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17601883	PMID
TP53	KLF5	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17603560	default activation
KLF5	PIM1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17603560	default activation
KMT2A	KRT8	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17605300	default activation
ID4	PRH2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17605873	default activation
ELF1	FLI1	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:17606295;CollecTRI:19829305	PMID
FLI1	ELF1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17606295	default activation
ETV6	FLI1	1.0	CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17606295;CollecTRI:19829305	default activation
ATF5	HSPB1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17606386	default activation
FOS	SOCS3	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17609438;CollecTRI:18571793	PMID
FOXO3	SOCS3	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17609438	PMID
JUN	SOCS3	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17609438;CollecTRI:18571793	PMID
JUN	MMP20	1.0	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	CollecTRI:17611094	default activation
PPARG	CIITA	-1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI	CollecTRI:11861426;CollecTRI:17611194;CollecTRI:19358337	PMID
NR1H3	ABCA12	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17611579	PMID
PPARA	ABCA12	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17611579	PMID
PPARG	ABCA12	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17611579	PMID
RARA	ABCA12	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17611579	default activation
VDR	ABCA12	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17611579	default activation
HEY1	HES1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17611704	default activation
HEY1	HES3	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17611704	default activation
HEY1	HES5	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17611704	default activation
HEY2	HES1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17611704	default activation
NANOG	HES1	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17611704	default activation
NANOG	HES3	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17611704	default activation
POU5F1	HES3	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17611704	default activation
POU5F1	HES6	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17611704	default activation
RBPJ	HES3	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17611704	default activation
SOX2	HES3	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17611704	regulon
SOX2	HES6	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17611704	regulon
XBP1	HSPA5	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;GOA_CollecTRI;TRRUST_CollecTRI	CollecTRI:11779464;CollecTRI:12713871;CollecTRI:14718536;CollecTRI:17612505;CollecTRI:18528784;CollecTRI:19237191;CollecTRI:20165829;CollecTRI:20170659	PMID
ESR2	MMP13	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17612627	PMID
NR2E3	HLA-E	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17612644	default activation
REST	TPH2	-1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;Pavlidis2021_CollecTRI;TRRUST_CollecTRI	CollecTRI:17613521	regulon
PITX2	PLA2G6	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17613534	default activation
GATA6	NANOG	1.0	CollecTRI;GEREDB_CollecTRI	CollecTRI:16923129	default activation
NANOG	GATA6	-1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI	CollecTRI:15983365;CollecTRI:17615266;CollecTRI:22795133	PMID
ZEB1	CDH2	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17615296;CollecTRI:18381457;CollecTRI:23160379	PMID
ZEB1	FN1	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17615296;CollecTRI:18381457;CollecTRI:21791114	PMID
ZEB1	VIM	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17615296;CollecTRI:23160379	PMID
ZEB2	CDH2	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17615296	default activation
ETS1	ZEB1	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17615296;CollecTRI:21317430	PMID
HMGA1	XPA	-1.0	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	CollecTRI:17616660	PMID
GATA3	ESR1	1.0	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	CollecTRI:17616709;CollecTRI:20068169;CollecTRI:20130088	default activation
TCF3	TNF	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17617061	default activation
STAT1	TNFSF10	-1.0	CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI	CollecTRI:17617740	PMID
AR	CXCL8	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17617741;CollecTRI:22040886	default activation
GATA1	CLMP	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17620326	regulon
GATA6	CLMP	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17620326	default activation
KLF4	CLMP	1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17620326	PMID
SP1	CLMP	-1.0	CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI	CollecTRI:17620326	PMID
SP3	CLMP	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17620326	default activation
TFAP2A	MUC4	-1.0	CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI	CollecTRI:11418607;CollecTRI:17621592	PMID
NFATC1	PIAS2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17623776	default activation
NFATC3	PIAS2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17623776	default activation
AR	CHRM1	-1.0	CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI	CollecTRI:17624924	PMID
AR	TMEM270	-1.0	CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI	CollecTRI:17624924	PMID
CREB1	SKIL	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17625116	regulon
SP1	SKIL	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17625116	default activation
SKIL	HGF	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17625116	default activation
DNMT1	BCL2L11	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17626006;CollecTRI:23394612	default activation
SP1	AKAP12	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17626016;CollecTRI:20568114	default activation
SP3	AKAP12	-1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17626016;CollecTRI:20568114	PMID
SP3	KISS1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17626016;CollecTRI:17656465	default activation
USF1	AKAP12	-1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17626016;CollecTRI:20568114	PMID
USF1	KISS1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17626016	default activation
ELK1	NR1H2	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17626048	regulon
SRF	NR1H2	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17626048	PMID
GATA6	ACTG2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17626241	default activation
GATA6	ACTA2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17626241	default activation
EHF	MAPK1	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17627613	default activation
EHF	CDKN2A	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17627613	default activation
THRB	NR1H3	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17628006	default activation
POU5F1	ZSCAN10	1.0	CollecTRI;Pavlidis2021_CollecTRI	CollecTRI:17344211	PMID
ZSCAN10	POU5F1	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17628018;CollecTRI:19740739	PMID
FLI1	PLEK	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17628529	default activation
GATA1	PLEK	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17628529	regulon
LMO2	PLEK	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17628529	default activation
RUNX1	PLEK	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17628529	default activation
SPI1	PLEK	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17628529	default activation
GATA1	GATA1	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI	CollecTRI:12432220;CollecTRI:16492768;CollecTRI:17628529;CollecTRI:18250154;CollecTRI:20216212;CollecTRI:20542454;CollecTRI:8502237;CollecTRI:8585944	PMID
JUN	ID2	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17630394	default activation
RFX1	ID2	1.0	CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI	CollecTRI:17630394	PMID
TFAP2B	TERT	1.0	CollecTRI;ExTRI_CollecTRI	CollecTRI:17630431	default activation
